schoolName,state,website,stateAbb,schoolType,charterSchool,magnetSchool,locale,totalStudents,lowestGrade,highestGrade,totalRace,raceNative,raceAsian,raceHispanic,raceBlack,raceWhite,raceHawaiian,raceMultiple,studentTeacherRatio,teacherCount,matches,pWhite,pBlack,pHispanic,dressCode,handbookYear,uniform,entered
SANDY HIGH SCHOOL,Oregon,www.oregontrailschools.com/Domain/83,OR ,1-Regular school,2-No,NA,31-Town: Fringe,1389,9th Grade,12th Grade,1389,23,14,182,8,1088,4,70,25.25,55.02,guide,78,1,13,http://oregontrailschools.com/parents/wp-content/uploads/sites/3/2014/04/14-15-code-of-conduct.pdf,2018-2019,FALSE,
GOLDTHWAITE H S,Texas,www.goldisd.net,TX ,1-Regular school,2-No,2-No,43-Rural: Remote,179,9th Grade,12th Grade,179,0,1,56,3,119,0,0,7.78,23.01,guide,66,2,31,https://drive.google.com/file/d/1_mY6heiQi6kvXlREQb30pBOXFgO2APpF/view,2018-2019,FALSE,
WESTFIELD AREA HIGH,Wisconsin,www.westfield.k12.wi.us,WI ,1-Regular school,2-No,2-No,43-Rural: Remote,349,9th Grade,12th Grade,349,0,1,18,5,318,0,7,13.94,25.04,guide,91,1,5,https://www.westfield.k12.wi.us/cms_files/resources/Student%20-%20Parent%20Handbook%20-%20Middle%20and%20High%20School-1.pdf,2018-2019,FALSE,
HARGRAVE H S,Texas,www.huffmanisd.net,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,1008,9th Grade,12th Grade,1008,3,7,172,22,792,1,11,15.33,65.74,manual,79,2,17,https://hhs.huffmanisd.net/ourpages/auto/2018/8/29/60989094/Student%20Dress%20Code%2018-19.pdf,2018-2019,FALSE,
ELLENVILLE HIGH SCHOOL,New York,www.ecs.k12.ny.us,NY ,1-Regular school,2-No,2-No,32-Town: Distant,534,9th Grade,12th Grade,534,1,13,147,70,289,NA,14,15.73,33.94,manual,54,13,28,http://www.ecs.k12.ny.us/common/pages/DisplayFile.aspx?itemId=6143188,2018-2019,FALSE,
SWEENY H S,Texas,www.sweenyisd.org,TX ,1-Regular school,2-No,2-No,32-Town: Distant,614,9th Grade,12th Grade,614,4,3,121,94,366,1,25,15.35,40,handbook,60,15,20,http://www.sweenyisd.org/UserFiles/Servers/Server_325171/File/Parents/Sweeny%20High%20School%20Student%20Handbook%202018-2019.pdf,2018-2019,FALSE,
KENAI CENTRAL HIGH SCHOOL,Alaska,http://www.kpbsd.k12.ak.us/,AK ,1-Regular school,2-No,2-No,33-Town: Remote,508,9th Grade,12th Grade,508,64,11,33,0,349,5,46,16.32,31.13,guide,69,0,6,http://kenaicentralhighschool.blogs.kpbsd.k12.ak.us/kchs-student-handbook/,2018-2019,FALSE,
GATEWAY REGIONAL HIGH,Massachusetts,www.grsd.org,MA ,1-Regular school,2-No,2-No,41-Rural: Fringe,236,9th Grade,12th Grade,236,1,1,8,1,221,0,4,8.8,26.83,handbook,94,0,3,http://www.grsd.org/userfiles/41/my%20files/handbooks%20&%20program%20of%20studies/grhs%20handbook%20'18-'19%20.pdf?id=7875,2018-2019,FALSE,
PONDER H S,Texas,www.ponderisd.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,396,9th Grade,12th Grade,396,3,2,69,3,310,1,8,13.68,28.95,guide,78,1,17,https://www.ponderisd.net/site/handlers/filedownload.ashx?moduleinstanceid=1901&dataid=2683&FileName=2018-2019_Student_Handbook.pdf,2018-2019,FALSE,
SPOKANE HIGH,Missouri,www.spokane.k12.mo.us,MO ,1-Regular school,2-No,2-No,42-Rural: Distant,228,9th Grade,12th Grade,228,2,1,4,1,219,0,1,13.39,17.03,guide,96,0,2,https://drive.google.com/file/d/0Bz5GYpWIAmR8aG1tbXR6aGZhdnluTUtqd3FSZ0MxT2xwbUlr/view,2018-2019,FALSE,
SULTAN SENIOR HIGH SCHOOL,Washington,www.sultan.k12.wa.us/shs,WA ,1-Regular school,2-No,–,31-Town: Fringe,547,9th Grade,12th Grade,547,13,9,92,8,413,0,12,20.11,27.2,appearance,76,1,17,http://docs.wixstatic.com/ugd/2f9042_91bf3cab735f42e9b5f48e02d8109126.pdf,2018-2019,FALSE,
GERMANTOWN HIGH,Wisconsin,www.germantownschools.org,WI ,1-Regular school,2-No,2-No,21-Suburb: Large,1410,9th Grade,12th Grade,1410,3,69,69,57,1164,1,47,16.8,83.92,handbook,83,4,5,https://www.germantownschools.org/Handbooks/2018-19%20GHS%20Handbook.pdf,2018-2019,FALSE,
NORTHWEST EARLY COLLEGE H S (NWECHS),Texas,www.canutillo-isd.org,TX ,1-Regular school,1-Yes,2-No,11-City: Large,324,9th Grade,12th Grade,324,1,3,282,9,26,0,3,18,18,handbook,8,3,87,http://www.canutillo-isd.org/UserFiles/Servers/Server_52913/File/Policies/2018-2019%20Student%20Handbook/Canutillo_ISD_STUDENT_HANDBOOK_2018-2019%20(1).pdf,2018-2019,FALSE,
LEGACY HIGH SCHOOL,Colorado,http://legacy.adams12.org,CO ,1-Regular school,2-No,2-No,13-City: Small,2225,9th Grade,12th Grade,2225,9,171,411,36,1544,4,50,22.39,99.39,handbook,69,2,18,https://legacy.adams12.org/sites/legacy.d7sb.adams12.org/files/assets/handbook.pdf?1543000614282,2018-2019,FALSE,
E.C. GLASS HIGH,Virginia,www.lcsedu.net/schools/ecg,VA ,1-Regular school,2-No,2-No,13-City: Small,1373,9th Grade,12th Grade,1373,6,25,42,612,621,2,65,14.11,97.32,handbook,45,45,3,https://www.lcsedu.net/sites/default/files/pdfs/schoolboard/policy-manual/section-j/JFC-R.pdf#page=5,2018-2019,FALSE,
LYME-OLD LYME HIGH SCHOOL,Connecticut,www.region18.org/page.cfm?p=101,CT ,1-Regular school,2-No,2-No,41-Rural: Fringe,460,9th Grade,12th Grade,460,1,15,15,0,423,0,6,10.9,42.2,guide,92,0,3,https://www.region18.org/uploaded/LOLHS/Parent_Student_Handbook_LOLHS_2018-2019.pdf,2018-2019,FALSE,
BURLINGTON SENIOR HIGH SCHOOL,Vermont,http://bhs.bsdvt.org/,VT ,1-Regular school,NA,2-No,13-City: Small,1048,9th Grade,12th Grade,1048,3,153,33,159,659,0,41,9.48,110.57,handbook,63,15,3,http://bhs.bsdvt.org/wp-content/uploads/sites/10/2018/09/BHS-Student-Handbook-18-19.pdf,2018-2019,FALSE,
BARRON HIGH,Wisconsin,www.barron.k12.wi.us,WI ,1-Regular school,2-No,2-No,41-Rural: Fringe,365,9th Grade,12th Grade,365,2,6,17,46,289,0,5,14.71,24.81,handbook,79,13,5,https://www.barron.k12.wi.us/cms_files/resources/Final%20Student%20Handbook%202018%202019.pdf,2018-2019,FALSE,
KINGS PARK HIGH SCHOOL,New York,www.kpcsd.org,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,1228,9th Grade,12th Grade,1228,0,34,50,5,1138,NA,1,15.04,81.67,guide,93,0,4,https://www.kpcsd.org/pdfs/Code_of_Conduct_Policy_3410-Adopted_June_19_2018.pdf,2018-2019,FALSE,
SALT RIVER ACCELERATED LEARNING ACADEMY,Arizona,http://ala.srpmic-ed.org,AZ ,1-Regular school,1-Yes,–,41-Rural: Fringe,43,9th Grade,12th Grade,43,41,0,2,0,0,0,0,NA,NA,handbook,0,0,5,http://ala.srpmic-ed.org/common/pages/DisplayFile.aspx?itemId=4381896,2018-2019,FALSE,
PARK RIVER HIGH SCHOOL,North Dakota,http://www.parkriverk12.com,ND ,1-Regular school,NA,NA,43-Rural: Remote,147,9th Grade,12th Grade,147,2,2,6,5,132,0,0,14.7,10,guide,90,3,4,https://docs.google.com/viewer?a=v&pid=sites&srcid=cGFya3JpdmVyazEyLmNvbXxwYXJrcml2ZXJhcmVhc2Nob29sfGd4OjZlYTU1YWM1MTFlMzk5N2Y,2018-2019,FALSE,
BLECKLEY COUNTY HIGH SCHOOL,Georgia,www.bleckley.k12.ga.us,GA ,1-Regular school,2-No,2-No,41-Rural: Fringe,662,9th Grade,12th Grade,662,0,6,15,154,479,0,8,16.15,41,manual,72,23,2,https://hs.bleckley.k12.ga.us/ourpages/auto/2018/6/26/60746423/2018-2019%20%20BCHS%20STUDENT%20HANDBOOK.pdf,2018-2019,FALSE,
CY-FAIR HIGH SCHOOL,Texas,www.cfisd.net,TX ,1-Regular school,2-No,2-No,21-Suburb: Large,3665,9th Grade,12th Grade,3665,18,331,1070,450,1700,2,94,16.74,218.99,handbook,46,12,29,https://www.cfisd.net/download_file/27348/349/,2018-2019,FALSE,
LONE OAK H S,Texas,www.loisd.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,298,9th Grade,12th Grade,298,4,4,28,13,241,0,8,10.66,27.96,handbook,81,4,9,http://loisd-high.ss11.sharpschool.com/UserFiles/Servers/Server_277462/File/Student%20Handbook%202018%20(1).pdf,2018-2019,FALSE,
SPLENDORA H S,Texas,www.splendoraisd.org,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,1106,9th Grade,12th Grade,1106,2,1,349,9,733,0,12,15,73.75, dress,66,1,32,https://docs.google.com/document/d/1b3IF_lsb4RaQe2_TujxdLFsJjbSaAW1blN6bH23OTCg/edit,2018-2019,FALSE,
FRONTIER HS,Oklahoma,www.frontierok.com,OK ,1-Regular school,2-No,NA,43-Rural: Remote,115,9th Grade,12th Grade,115,73,0,4,0,38,0,0,10.11,11.37,handbook,33,0,3,http://static1.1.sqspcdn.com/static/f/905837/27959537/1533266791513/8_2_18_student_handbook.pdf?token=k4PCDxtxoDnuRj6380Fhlmgrlqg%3D,2018-2019,FALSE,
WAKEFIELD MEMORIAL HIGH,Massachusetts,http://www.wakefieldpublicschools.org,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,989,9th Grade,12th Grade,989,2,26,27,29,884,4,17,12.12,81.6,guide,89,3,3,https://drive.google.com/file/d/1fN7lOxuQKODuIV36NmO1PhjVRZfYt5x_/view,2018-2019,FALSE,
JOHN T HOGGARD HIGH,North Carolina,www.nhcs.k12.nc.us/hoggard,NC ,1-Regular school,2-No,2-No,12-City: Mid-size,1803,9th Grade,12th Grade,1803,5,48,140,232,1321,6,51,19.12,94.28,guide,73,13,8,https://docs.google.com/document/d/1fKj0Qkk_mACM0hgwBJ8ExXnqF9tkwQSsGVKWFWtPuPI/edit#bookmark=id.2kkmtrgl12w3,2018-2019,FALSE,
CENTRAL LYON SENIOR HIGH SCHOOL,Iowa,www.centrallyon.org,IA ,1-Regular school,2-No,NA,42-Rural: Distant,184,9th Grade,12th Grade,184,0,0,7,1,172,1,3,10.88,16.91, dress,93,1,4,http://www.centrallyon.org/vimages/shared/vnews/stories/487e65d9bb078/Combined%20Central%20Lyon%20Handbooks.pdf,2018-2019,FALSE,
MANTECA HIGH,California,www.mantecausd.net,CA ,1-Regular school,2-No,2-No,23-Suburb: Small,1511,9th Grade,12th Grade,1511,10,162,818,79,412,14,16,20.82,72.56,appearance,27,5,54,http://www.mantecausd.net/home/showdocument?id=16693,2018-2019,FALSE,
POTEAU HS,Oklahoma,www.poteau.k12.ok.us,OK ,1-Regular school,2-No,NA,32-Town: Distant,642,9th Grade,12th Grade,642,158,4,80,9,345,3,43,17.18,37.37,handbook,54,1,12,http://www.poteau.k12.ok.us/images/PHS/201708phdresscode.pdf,2018-2019,FALSE,
RANCHO MIRAGE HIGH,California,www.ranchomiragehighschool.org,CA ,1-Regular school,2-No,2-No,21-Suburb: Large,1566,9th Grade,12th Grade,1566,10,84,1111,50,289,3,19,25.17,62.21,handbook,18,3,71,http://www.ranchomiragehighschool.org/uploads/1/3/7/6/13760749/rmhs_shb_2018-19.pdf,2018-2019,FALSE,
CLAY HIGH SCHOOL,Florida,http://chs.oneclay.net,FL ,1-Regular school,2-No,2-No,21-Suburb: Large,1441,9th Grade,12th Grade,1441,2,8,104,165,1111,3,48,18.01,80,guide,77,11,7,https://drive.google.com/file/d/1JlSkC8RowXgAEvcsU0-VvgJHIZwYvDyR/view,2018-2019,FALSE,
KIRBYVILLE H S,Texas,kirbyvillecisd.org,TX ,1-Regular school,2-No,2-No,43-Rural: Remote,392,9th Grade,12th Grade,392,0,4,29,52,295,0,12,10.27,38.17,appearance,75,13,7,http://www.kirbyvillecisd.org/docs/district/forms%20&%20policies/2018-19%20student%20handbook%20-%2010.3.2018%20.pdf?id=7755,2018-2019,FALSE,
SPRING VALLEY HIGH,Wisconsin,www.springvalley.k12.wi.us,WI ,1-Regular school,2-No,2-No,42-Rural: Distant,200,9th Grade,12th Grade,200,0,0,1,0,198,0,1,15.12,13.23,manual,99,0,0,https://springvalleyhs.ss12.sharpschool.com/UserFiles/Servers/Server_596348/File/Documents/2019/SV%20Student%20Handbook%2018-19%20FINAL.pdf,2018-2019,FALSE,
PITTSVILLE HIGH,Wisconsin,www.pittsville.k12.wi.us,WI ,1-Regular school,2-No,2-No,43-Rural: Remote,188,9th Grade,12th Grade,188,0,2,2,1,183,0,0,11.97,15.7, dress,97,1,1,https://www.pittsville.k12.wi.us/handbooks/PHS%20student%20handbook%202018-2019%20Final.pdf,2018-2019,FALSE,
DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,California,www.dellagoacademy.org/,CA ,1-Regular school,2-No,1-Yes,21-Suburb: Large,682,9th Grade,12th Grade,682,1,47,386,14,219,1,14,24.18,28.2,manual,32,2,57,https://4.files.edl.io/afdf/07/24/18/222807-828d743d-2425-43fc-b196-a07765ec99ee.pdf,2018-2019,FALSE,
BEDFORD HIGH SCHOOL,New Hampshire,www.sau25.net/BedfordHigh.cfm,NH ,1-Regular school,2-No,2-No,22-Suburb: Mid-size,1477,9th Grade,12th Grade,1477,0,56,26,20,1322,3,50,14.3,103.3,handbook,90,1,2,https://docs.google.com/document/d/1YRLQrziXCVGjgNLd7vHBjQo8INaBspmzaVe9JA7oFHQ/edit,2018-2019,FALSE,
MAXWELL HIGH,New Mexico,http://www.maxwellp12.com/,NM ,1-Regular school,2-No,NA,43-Rural: Remote,23,9th Grade,12th Grade,23,0,0,14,0,9,0,0,5.6,4.11,manual,39,0,61,http://www.maxwellp12.com/UserFiles/Servers/Server_495053/File/Hanbook%20and%20Forms/MMS%20MS.HS%20Handbook%2019v1.pdf,2018-2019,FALSE,
CENTRAL SPRINGS HIGH SCHOOL,Iowa,www.centralsprings.net,IA ,1-Regular school,2-No,NA,42-Rural: Distant,236,9th Grade,12th Grade,236,1,0,6,3,224,0,2,14.14,16.69,handbook,95,1,3,http://www.centralsprings.net/student-handbooks4.html,2018-2019,FALSE,
E. O. SMITH HIGH SCHOOL,Connecticut,www.eosmith.org/,CT ,1-Regular school,2-No,2-No,21-Suburb: Large,1153,9th Grade,12th Grade,1153,2,51,98,24,957,3,18,11.4,101.1,manual,83,2,8,https://docs.google.com/file/d/1K1-l3qUs9nQdiXGYUveOSVEyXHRdw7u5/view,2018-2019,FALSE,
PARK SENIOR HIGH,Minnesota,www.sowashco.k12.mn.us/phs,MN ,1-Regular school,2-No,2-No,21-Suburb: Large,1781,9th Grade,12th Grade,1781,6,111,147,123,1318,0,76,18.44,96.59,handbook,74,7,8,http://phs.sowashco.org/about-us/school-policies-handbooks/phs-dress-code,2018-2019,FALSE,
MOUNT VERNON HIGH SCHOOL,Iowa,www.mountvernon.k12.ia.us,IA ,1-Regular school,2-No,NA,31-Town: Fringe,414,9th Grade,12th Grade,414,0,4,4,3,394,0,9,13.9,29.78,handbook,95,1,1,https://hs.mountvernon.k12.ia.us/uploads/4/1/2/8/41286333/mvhs_student_handbook_2018-2019.pdf,2018-2019,FALSE,
CAMERON YOE H S,Texas,www.cameronisd.net,TX ,1-Regular school,2-No,2-No,32-Town: Distant,452,9th Grade,12th Grade,452,0,2,194,83,164,0,9,15.49,29.18,handbook,36,18,43,http://www.cameronisd.net/upload/page/0180/Student%20Handbook%202018-2019%20revised%2010172018.pdf,2018-2019,FALSE,
CAPE FEAR HIGH,North Carolina,www.cfhs.ccs.k12.nc.us/,NC ,1-Regular school,2-No,2-No,41-Rural: Fringe,1546,9th Grade,12th Grade,1546,40,8,115,416,867,5,95,17.18,90,manual,56,27,7,http://ccs.k12.nc.us/18-19-student-code-of-conduct/,2018-2019,FALSE,
CARTHAGE SENIOR HIGH SCHOOL,New York,www.carthagecsd.org,NY ,1-Regular school,2-No,2-No,41-Rural: Fringe,941,9th Grade,12th Grade,941,5,17,69,55,756,NA,39,14.04,67.03,handbook,80,6,7,http://carthagecsd.org/common/pages/DisplayFile.aspx?itemId=13926130,2018-2019,FALSE,
ALBIA HIGH SCHOOL,Iowa,www.albia.k12.ia.us,IA ,1-Regular school,2-No,NA,33-Town: Remote,352,9th Grade,12th Grade,352,1,2,16,6,322,1,4,13.88,25.36,handbook,91,2,5,https://drive.google.com/file/d/1eDV9utNZYZXc_wj8YFSigqknNB0cs7aO/view,2018-2019,FALSE,
BEDFORD HIGH,Massachusetts,www.bedford.k12.ma.us/bhs,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,887,9th Grade,12th Grade,887,3,88,43,67,639,3,44,11.13,79.7,handbook,72,8,5,https://www.bedfordps.org/sites/bedfordps/files/uploads/bhs_student_handbook_2018-19_1.pdf,2018-2019,FALSE,
BELT HIGH SCHOOL,Montana,www.beltschool.com,MT ,1-Regular school,NA,2-No,42-Rural: Distant,83,9th Grade,12th Grade,83,1,0,7,0,72,0,3,10.2,8.14,manual,87,0,8,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/212484/6-12_Handbook_2018-19.pdf,2018-2019,FALSE,
CALHAN HIGH SCHOOL,Colorado,www.calhanschool.org,CO ,1-Regular school,2-No,2-No,42-Rural: Distant,147,9th Grade,12th Grade,147,0,0,14,12,119,0,2,15.57,9.44,manual,81,8,10,https://4.files.edl.io/dcf8/07/18/18/163705-f56cfe44-2331-47a2-95ae-9a035aed502b.pdf,2018-2019,FALSE,
VALHALLA HIGH SCHOOL,New York,www.valhallaschools.org,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,505,9th Grade,12th Grade,505,1,48,98,40,313,NA,5,13.81,36.57, dress,62,8,19,https://vhs.valhallaschools.org/pdfs/VHS_student_handbook%202018-2019.pdf,2018-2019,FALSE,
WESTFORD ACADEMY,Massachusetts,http://wa.westfordk12.us/Pages/index,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,1682,9th Grade,12th Grade,1682,0,324,19,14,1258,0,67,14.9,112.88,handbook,75,1,1,https://www.westfordk12.us/sites/westfordmaps/files/uploads/wa_2018-_2019_student_handbook_2.pdf,2018-2019,FALSE,
KOHLER HIGH,Wisconsin,www.kohlerpublicschools.org,WI ,1-Regular school,2-No,2-No,23-Suburb: Small,216,9th Grade,12th Grade,216,0,15,3,1,192,0,5,14.88,14.52,handbook,89,0,1,http://www.kohlerpublicschools.org/downloads/high_school/student_handbook_2018-2019_1.pdf,2018-2019,FALSE,
CENTRAL HIGH,Wisconsin,www.elmbrookschools.org,WI ,1-Regular school,2-No,2-No,21-Suburb: Large,1327,9th Grade,12th Grade,1327,1,178,70,54,986,0,38,18.22,72.82,guide,74,4,5,https://docs.google.com/document/d/1EjR7LaUkSHF7CxLvzPDVZ7mFtFnqXSDLdhT1o7ctiog/edit,2018-2019,FALSE,
EAGLE POINT HIGH SCHOOL,Oregon,www.eaglepnt.k12.or.us,OR ,1-Regular school,2-No,NA,22-Suburb: Mid-size,1048,9th Grade,12th Grade,1048,17,6,308,7,683,0,27,22.97,45.63,handbook,65,1,29,https://docs.google.com/document/d/17pnBCzHgJJTARbcmP_-qmoBdylo_SBUge9CSnuV2GDA/edit,2018-2019,FALSE,
WARRENTON HIGH,Missouri,www.warrencor3.org,MO ,1-Regular school,2-No,2-No,32-Town: Distant,952,9th Grade,12th Grade,952,4,5,42,31,846,1,23,14.65,64.98,handbook,89,3,4,http://www.warrentonhighschool.warrencor3.org/UserFiles/Servers/Server_642598/File/WHS%20Student%20Handbook%2018%2019.pdf,2018-2019,FALSE,
PEA RIDGE HIGH SCHOOL,Arkansas,http://www.prs.k12.ar.us,AR ,1-Regular school,2-No,2-No,21-Suburb: Large,453,9th Grade,12th Grade,453,6,2,17,5,422,0,1,14.98,30.25,appearance,93,1,4,https://drive.google.com/file/d/105isUwmUf5inHFoagzakbKojhr5KQpyC/view,2018-2019,FALSE,
MCALESTER HS,Oklahoma,www.mcalester.k12.ok.us,OK ,1-Regular school,2-No,NA,33-Town: Remote,871,9th Grade,12th Grade,871,188,11,76,45,455,5,91,17.01,51.21,appearance,52,5,9,http://www.mcalester.k12.ok.us/pages/uploaded_files/2018-2019%20MPS%20Student%20Parent%20Handbook%20.pdf,2018-2019,FALSE,
JAMES WOOD HIGH,Virginia,http://www.frederick.k12.va.us,VA ,1-Regular school,2-No,2-No,41-Rural: Fringe,1287,9th Grade,12th Grade,1287,2,9,63,34,1155,1,23,11.98,107.45,handbook,90,3,5,https://policy.frederick.k12.va.us/cms/one.aspx?portalId=8743741&pageId=14058687,2018-2019,FALSE,
WILMOT HIGH,Wisconsin,www.wilmoths.k12.wi.us,WI ,1-Regular school,2-No,2-No,41-Rural: Fringe,1106,9th Grade,12th Grade,1106,5,5,76,7,988,0,25,16.4,67.45,guide,89,1,7,https://www.wilmothighschool.com/students/Student%20Handbook%20Board%20Approved%2006132018.pdf,2018-2019,FALSE,
OURAY SENIOR HIGH SCHOOL,Colorado,ouray.k12.co.us,CO ,1-Regular school,2-No,2-No,43-Rural: Remote,56,9th Grade,12th Grade,56,0,0,4,0,51,0,1,5.72,9.79,handbook,91,0,7,http://ouray.k12.co.us/docs/Forms/2018-2019%20HS%20HANDBOOK%207-7-18.pdf,2018-2019,FALSE,
BAYFIELD HIGH,Wisconsin,bayfield.k12.wi.us,WI ,1-Regular school,2-No,2-No,43-Rural: Remote,125,9th Grade,12th Grade,125,96,0,4,1,24,0,0,8.97,13.94,handbook,19,1,3,https://www.bayfield.k12.wi.us/mshs-handbook-2018.pdf,2018-2019,FALSE,
MIDDLE PARK HIGH SCHOOL,Colorado,http://mphs.egsd.org,CO ,1-Regular school,2-No,2-No,43-Rural: Remote,373,9th Grade,12th Grade,373,2,4,35,2,322,3,5,15.87,23.5, dress,86,1,9,https://docs.google.com/document/d/1VGkOJkiT4Qa_yVQ7yYJLuiWJXlriYETmdSYRxa-lUUE/view,2018-2019,FALSE,
PINE-RICHLAND HS,Pennsylvania,http://www.pinerichland.org,PA ,1-Regular school,2-No,2-No,21-Suburb: Large,1538,9th Grade,12th Grade,1538,4,58,34,21,1416,0,5,15.23,101, dress,92,1,2,https://www.pinerichland.org/cms/lib/PA01001138/Centricity/Domain/35/finalPRHSHandbook83118.pdf,2018-2019,FALSE,
ST. VRAIN GLOBAL ONLINE ACADEMY,Colorado,http://svoga.svvsd.org,CO ,1-Regular school,2-No,2-No,23-Suburb: Small,105,9th Grade,12th Grade,105,0,4,29,0,70,0,2,5.2,20.2,handbook,67,0,28,https://www.svvsd.org/files/18-19%20BehCodeBkEng-Final.pdf,2018-2019,FALSE,
DELTA CHARTER,California,www.deltaschool.org,CA ,1-Regular school,1-Yes,2-No,22-Suburb: Mid-size,132,9th Grade,12th Grade,132,2,4,31,4,84,0,7,16.6,7.95,handbook,64,3,23,http://www.deltaschool.org/school-handbook--faqs.html,2018-2019,FALSE,
HARDIN HIGH SCHOOL,Montana,hardin.k12.mt.us,MT ,1-Regular school,NA,2-No,33-Town: Remote,462,9th Grade,12th Grade,462,309,3,36,0,89,1,24,14.51,31.85,guide,19,0,8,https://docs.google.com/document/d/1DvopqXFnVJkAw5YcnwRQBE8gHNejxAtYsWo_uF0k_Ns/edit,2018-2019,FALSE,
BEAVER RIVER SENIOR HIGH SCHOOL,New York,www.brcsd.org,NY ,1-Regular school,2-No,2-No,42-Rural: Distant,258,9th Grade,12th Grade,258,0,2,1,7,248,NA,0,19.97,12.92,handbook,96,3,0,http://www.brcsd.org/UserFiles/Servers/Server_290360/File/K-12/Standards%20for%20Community-Wide%20Conduct%2018-19.pdf,2018-2019,FALSE,
GARBER HS,Oklahoma,http://www.garber.k12.ok.us/,OK ,1-Regular school,2-No,NA,43-Rural: Remote,108,9th Grade,12th Grade,108,2,0,3,1,102,0,0,15.61,6.92,handbook,94,1,3,http://images.pcmac.org/SiSFiles/Schools/OK/GarberPS/Garber/Uploads/Forms/handbook_-_HS.pdf,2018-2019,FALSE,
KEE HIGH SCHOOL,Iowa,www.e-allamakee.k12.ia.us,IA ,1-Regular school,2-No,NA,42-Rural: Distant,119,9th Grade,12th Grade,119,0,0,4,1,110,1,3,8.26,14.41,handbook,92,1,3,http://www.e-allamakee.k12.ia.us/handbook.pdf,2018-2019,FALSE,
HUTCHINSON HIGH SCHOOL,Kansas,www.usd308.com,KS ,1-Regular school,2-No,2-No,32-Town: Distant,1459,9th Grade,12th Grade,1459,8,5,334,60,961,0,91,13.34,109.4,handbook,66,4,23,http://www.usd308.com/sites/default/files/Handbooks/HHS%202018-19%20draft%20tweaked_0.pdf,2018-2019,FALSE,
ELLINWOOD HIGH,Kansas,http://www.usd355.org,KS ,1-Regular school,2-No,2-No,42-Rural: Distant,141,9th Grade,12th Grade,141,0,0,6,1,131,0,3,10.37,13.6,handbook,93,1,4,https://docs.google.com/viewer?a=v&pid=sites&srcid=dXNkMzU1Lm9yZ3xlbGxpbndvb2QtaGlnaC1zY2hvb2x8Z3g6NjVmMmFiOTE0YjhmNGViZQ,2018-2019,FALSE,
SOUDERTON AREA SHS,Pennsylvania,http://www.soudertonsd.org,PA ,1-Regular school,2-No,2-No,21-Suburb: Large,2226,9th Grade,12th Grade,2226,4,131,146,101,1837,3,4,17.28,128.8,guide,83,5,7,http://sahs.soudertonsd.org/cms/One.aspx?portalId=95952&pageId=153651,2018-2019,FALSE,
NORTH COUNTRY SENIOR UHSD #22,Vermont,http://ncuhs.ncsuvt.org/,VT ,1-Regular school,NA,2-No,33-Town: Remote,723,9th Grade,12th Grade,723,3,4,10,8,696,0,2,8.17,88.5,handbook,96,1,1,https://drive.google.com/file/d/1L6zE-bDnEelEG_Gns9zzHG4yHQzQ9NFp/view,2018-2019,FALSE,
WAYLAND-COHOCTON HIGH SCHOOL,New York,www.wccsk12.org,NY ,1-Regular school,2-No,2-No,42-Rural: Distant,410,9th Grade,12th Grade,410,3,0,5,3,396,NA,3,12.01,34.14, dress,97,1,1,https://www.wccsk12.org/sites/wccsk12.org/files/files/Private_User/MColey/Student%20Handbook%2018-19.pdf,2018-2019,FALSE,
LAKE GIBSON SENIOR HIGH SCHOOL,Florida,http://schools.polk-fl.net/lghs,FL ,1-Regular school,2-No,2-No,21-Suburb: Large,1866,9th Grade,12th Grade,1866,10,34,440,430,884,3,65,19.85,94, dress,47,23,24,http://www.lgbraves.com/2018-19-dress-code-information/,2018-2019,FALSE,
PORTER CONSOLIDATED HS,Oklahoma,http://www.porter.k12.ok.us,OK ,1-Regular school,2-No,NA,42-Rural: Distant,163,9th Grade,12th Grade,163,33,0,9,14,83,0,24,13.27,12.28,handbook,51,9,6,https://www.porter.k12.ok.us/129502_2,2018-2019,FALSE,
CENTRAL VALLEY ACADEMY,New York,www.cvalleycsd.org,NY ,1-Regular school,2-No,2-No,31-Town: Fringe,667,9th Grade,12th Grade,667,2,6,3,23,633,NA,0,12.8,52.09,guide,95,3,0,https://www.cvalleycsd.org/cva-student-handbook-code-conduct-2/cva-student-handbook-code-conduct/,2018-2019,FALSE,
HOOKER HS,Oklahoma,www.hookerpublicschools.net,OK ,1-Regular school,2-No,NA,43-Rural: Remote,181,9th Grade,12th Grade,181,0,1,80,2,92,0,6,12.93,14,handbook,51,1,44,http://www.hookerpublicschools.net/common/pages/DisplayFile.aspx?itemId=48502230,2018-2019,FALSE,
