"schoolName","state","link","item","extract"
"Iraan High School","TX","http://isisd.esc18.net/Campuses/Handbooks/2018-2019/2018-2019%20Student%20Handbook.pdf","disruption/distraction"," ● Hairstyles or colors of a bizarre, disruptive or offensive nature are prohibited."
"Horizon High School","AZ","https://www.pvschools.net/cms/lib/AZ01902189/Centricity/Domain/1927/18-19%20Parent%20Student%20Handbook%20Final%20-%20PDF.pdf","disruption/distraction","Student dress, personal appearance or conduct shall not disrupt nor distract from instructional procedures, school-sanctioned social functions or the disciplinary control of the teachers."
"Horizon High School","AZ","https://www.pvschools.net/cms/lib/AZ01902189/Centricity/Domain/1927/18-19%20Parent%20Student%20Handbook%20Final%20-%20PDF.pdf","disruption/distraction"," District dress standards prohibit student dress and/or grooming that: ● Presents a risk to the health, safety or general welfare of students or staff; ● Interferes with or disrupts the educational environment or process; ● Is counterproductive to curriculum goals and/or educational objectives; ● Displays obscene language or symbols; ● Immodestly exposes the chest, abdomen, genital area or buttocks; ● Creates an atmosphere of threat, intimidation or undue pressure, or displays or advocates the use of illegal substances."
"Lincoln Senior High School","MI","https://drive.google.com/file/d/1LeKFKW4o42YnueOQ-nTL8f4PMkKXP6GG/view","disruption/distraction"," Students are to use discretion in their dress and are not permitted to wear apparel that causes a substantial disruption in the school environment."
"Lincoln Senior High School","MI","https://drive.google.com/file/d/1LeKFKW4o42YnueOQ-nTL8f4PMkKXP6GG/view","disruption/distraction","  Student whose dress causes a substantial disruption of the orderly process of school functions or endangers the health or safety of the student, other students, staff or others may be subject discipline."
"Turpin High School","OK","https://docs.wixstatic.com/ugd/78716d_0ed9e6b701f54e2bb8415ee8a1fbf98a.pdf","disruption/distraction"," The District’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards and teach respect for authority."
"Bellport Senior High School","NY","http://www.southcountry.org/Assets/District_Links/111016_Code_of_Coduct-July_2016.pdf?t=636143706560670000","disruption/distraction"," All dress grooming and appearance must be safe, appropriate and not disruptive and must not interfere with the educational process."
"Platte Canyon High School","CO","http://pchs.plattecanyonschools.org/UserFiles/Servers/Server_63116/File/For%20Students/student%20handbook/PCHS%20Student%20handbook%201819%20%20(1).pdf","disruption/distraction"," However, students shall not wear apparel that is deemed disruptive or potentially disruptive to the classroom environment or to the maintenance of a safe and orderly school."
"Platte Canyon High School","CO","http://pchs.plattecanyonschools.org/UserFiles/Servers/Server_63116/File/For%20Students/student%20handbook/PCHS%20Student%20handbook%201819%20%20(1).pdf","disruption/distraction"," Dirty, torn and soiled clothing that calls attention to the student or that disrupts the learning environment is not acceptable."
"Platte Canyon High School","CO","http://pchs.plattecanyonschools.org/UserFiles/Servers/Server_63116/File/For%20Students/student%20handbook/PCHS%20Student%20handbook%201819%20%20(1).pdf","disruption/distraction"," Clothing items, jewelry or backpacks that contain messages that are vulgar, offensive, obscene, profane or libelous; that denigrate others on the basis of race, color, religion, creed, national origin, gender, sexual orientation, or disability; that promote alcohol, drug or tobacco use or violence; that are of a sexual nature; that threaten the welfare or safety or any person; that threaten disruptive behavior; that contain pictures of weapons including, but not limited to grenades, bullets, guns, knives, hatchets, or axes; that promote any activity prohibited by the student code of conduct; or that are contrary to the mission of the School District."
"Platte Canyon High School","CO","http://pchs.plattecanyonschools.org/UserFiles/Servers/Server_63116/File/For%20Students/student%20handbook/PCHS%20Student%20handbook%201819%20%20(1).pdf","disruption/distraction"," by virtue of color, arrangement, trademark, or other attribute denote membership in gangs which advocate drug use, violence, or disruptive behavior; d."
"Platte Canyon High School","CO","http://pchs.plattecanyonschools.org/UserFiles/Servers/Server_63116/File/For%20Students/student%20handbook/PCHS%20Student%20handbook%201819%20%20(1).pdf","disruption/distraction"," denote membership in gangs or may be associated with gangs, groups or societies that advocate drug use, violence, or disruptive behavior."
"Platte Canyon High School","CO","http://pchs.plattecanyonschools.org/UserFiles/Servers/Server_63116/File/For%20Students/student%20handbook/PCHS%20Student%20handbook%201819%20%20(1).pdf","disruption/distraction"," otherwise disrupt the teaching-learning process."
"Platte Canyon High School","CO","http://pchs.plattecanyonschools.org/UserFiles/Servers/Server_63116/File/For%20Students/student%20handbook/PCHS%20Student%20handbook%201819%20%20(1).pdf","disruption/distraction"," Hats worn in classrooms if deemed by the teacher or administrator to be disruptive to the educational process."
"Rosemont High","CA","https://rosemont.scusd.edu/sites/main/files/file-attachments/rhs_staff_handbook_18-19_rev_9-1-18.pdf","disruption/distraction"," Please review the examples of inappropriate dress below as the administration reserves the right to exclude any items of apparel or accessories that may be disruptive to school activities."
"Spencerport High School","NY","http://www.spencerportschools.org/UserFiles/Servers/Server_432258/File/2018-19%20Code%20of%20Conduct.pdf","disruption/distraction"," Be safe, appropriate and not disrupt or interfere with the educational process (e."
"Riverdale High School","FL","https://rdh.leeschools.net/UserFiles/Servers/Server_696011/File/Our%20Students/Student%20Handbook/5FDED264A30BBC70B98435F95C61D18C.student-handbook-packet-2017-18-edited.pdf","disruption/distraction","  Adornments that, in the principal’s judgment could cause injury, be a safety risk, or cause a disruption to the school environment may not be worn."
"Riverdale High School","FL","https://rdh.leeschools.net/UserFiles/Servers/Server_696011/File/Our%20Students/Student%20Handbook/5FDED264A30BBC70B98435F95C61D18C.student-handbook-packet-2017-18-edited.pdf","disruption/distraction"," Clothing with slogans or advertising which by its controversial or obscene nature disrupts the educational setting is prohibited."
"Pittsfield High School","NH","https://docs.google.com/document/d/1VjK_zdRyivwNWpMGTNHJsdfZ7QMowuhP24qjIPVyo4Y/edit","disruption/distraction"," Everyone should dress in a way that is respectful to themselves and others and is appropriate and not disruptive to the learning environment."
"West Islip Senior High School","NY","https://sites.google.com/wiufsd.org/studenthandbook/home/high-school/hs-student-dress-code?authuser=0","disruption/distraction"," All attire should:  *   Be safe, appropriate, and do not disrupt or interfere with the education process."
"Kenyon-Wanamingo Senior High","MN","http://hs.kw.k12.mn.us/sites/hs.kw.k12.mn.us/files/kw_7-12_student_handbook_18-19_-_1.pdf","disruption/distraction"," We ask that students are dressed in accordance with cleanliness and dress styles do not create a “material or substantial disruption” or safety hazard within the classroom or school."
"Crater Academy of Health and Public Services","OR","http://blogs.district6.org/cahps/wp-content/uploads/2017/02/CraterCampusStudentHandbook.pdf","disruption/distraction"," Bizarre or immodest dress and grooming will not be permitted, it disrupts the teaching/learning process."
"Grand Ledge High School","MI","http://www.glcomets.net/downloads/district/glhs_hdbk_2018-2019.pdf","disruption/distraction","A dress code promotes a district’s academic environment, maintains discipline and prevents disruption of the educational process."
