"schoolName","state","website","stateAbb","schoolType","charterSchool","magnetSchool","locale","totalStudents","lowestGrade","highestGrade","totalRace","raceNative","raceAsian","raceHispanic","raceBlack","raceWhite","raceHawaiian","raceMultiple","studentTeacherRatio","teacherCount","matches","pWhite","pBlack","pHispanic"
"CESAR E. CHAVEZ LRNG ACADS-TEACHER PREPARATION ACAD","California","http://tpa-lausd-ca.schoolloop.com","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",482,"9th Grade","12th Grade",482,2,2,455,11,10,1,1,21.59,22.33,"appearance",2,2,94
"CHAFFEY COMMUNITY DAY","California","www.cjuhsd.net","CA ","4-Alternative/other school","2-No","2-No","12-City: Mid-size",22,"9th Grade","12th Grade",22,0,0,18,3,1,0,0,9.57,2.3,"appearance",5,14,82
"CHAFFEY HIGH","California","www.cjuhsd.net","CA ","1-Regular school","2-No","2-No","12-City: Mid-size",3482,"9th Grade","12th Grade",3482,12,59,3067,83,192,11,58,25.16,138.39,"appearance",6,2,88
"CHALLENGE H S SHEFFIELD","Texas","isisd.net","TX ","4-Alternative/other school","2-No","2-No","43-Rural: Remote",78,"9th Grade","12th Grade",78,1,0,31,12,33,0,1,15.6,5,"handbook",42,15,40
"CHAMBERLAIN HIGH SCHOOL","Florida","http://www.sdhc.k12.fl.us/","FL ","1-Regular school","2-No","2-No","11-City: Large",1864,"9th Grade","12th Grade",1864,8,50,819,532,380,5,70,18.1,103,"manual",20,29,44
"CHAMBERS CO CAREER TECH CTR","Alabama","www.chambersk12.org/ctc/default.asp","AL ","3-Vocational school","2-No","2-No","42-Rural: Distant",NA,"9th Grade","12th Grade",0,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"manual",NA,NA,NA
"CHANDLER HS","Oklahoma","http://www.chandler.k12.ok.us/","OK ","1-Regular school","2-No",NA,"32-Town: Distant",313,"9th Grade","12th Grade",313,62,3,7,3,175,2,61,16.78,18.65,"guide",56,1,2
"CHANGEMAKER HIGH SCHOOL","Arizona","www.thewesterninstitute.org","AZ ","1-Regular school","1-Yes","–","11-City: Large",82,"9th Grade","12th Grade",82,7,0,56,4,13,0,2,NA,NA,"guide",16,5,68
"CHANHASSEN HIGH SCHOOL","Minnesota","http://cns.district112.org/pages/112CNS","MN ","1-Regular school","2-No","2-No","21-Suburb: Large",1678,"9th Grade","12th Grade",1678,6,50,49,22,1525,0,26,19.14,87.68,"guide",91,1,3
"CHAPARRAL HIGH","California",NA,"CA ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",49,"9th Grade","12th Grade",49,2,0,13,0,32,1,1,17.82,2.75,"manual",65,0,27
"CHARITON HIGH SCHOOL","Iowa","www.chariton.k12.ia.us","IA ","1-Regular school","2-No",NA,"33-Town: Remote",426,"9th Grade","12th Grade",426,2,2,7,2,407,1,5,14.2,30,"handbook",96,0,2
"CHARLES HENDERSON HIGH SCH","Alabama","www.troyschools.net","AL ","1-Regular school","2-No","2-No","41-Rural: Fringe",627,"9th Grade","12th Grade",627,0,13,15,370,227,0,2,20.9,30,"guide",36,59,2
"CHARLES MCCANN VOCATIONAL TECHNICAL","Massachusetts","www.mccanntech.org","MA ","3-Vocational school","2-No","2-No","41-Rural: Fringe",481,"9th Grade","12th Grade",481,1,1,12,3,456,0,8,10.28,46.78,"guide",95,1,2
"CHARLESTON HIGH","Missouri","http://charleston.k12.mo.us","MO ","1-Regular school","2-No","2-No","32-Town: Distant",273,"9th Grade","12th Grade",273,1,1,0,162,108,0,1,11.86,23.02,"manual",40,59,0
"CHARLESTOWN HIGH","Massachusetts","www.bostonpublicschools.org","MA ","1-Regular school","2-No","2-No","11-City: Large",958,"9th Grade","12th Grade",958,1,169,391,330,54,0,13,12.73,75.24,"guide",6,34,41
"CHARLIE Y. BROWN ALT","New Mexico","http://cyb.bsin.k12.nm.us/","NM ","4-Alternative/other school","2-No",NA,"31-Town: Fringe",115,"9th Grade","12th Grade",115,55,0,26,0,31,0,3,25.61,4.49,"manual",27,0,23
"CHARLOTTE H S","Texas","www.charlotteisd.net","TX ","1-Regular school","2-No","2-No","42-Rural: Distant",150,"9th Grade","12th Grade",150,0,0,142,1,7,0,0,9.55,15.71,"guide",5,1,95
"CHARLOTTESVILLE HIGH","Virginia","http://www.ccs.k12.va.us/schools/chs","VA ","1-Regular school","2-No","2-No","13-City: Small",1163,"9th Grade","12th Grade",1163,4,82,101,400,525,1,50,12.47,93.25,"handbook",45,34,9
"CHARTER HIGH SCHOOL OF THE AMERICAS","Florida","http://www.dadeschools.net","FL ","1-Regular school","1-Yes","2-No","11-City: Large",111,"9th Grade","12th Grade",111,0,0,110,1,0,0,0,NA,NA,"guide",0,1,99
"CHASE HIGH","Kansas","www.usd401.com","KS ","1-Regular school","2-No","2-No","42-Rural: Distant",59,"9th Grade","12th Grade",59,0,0,7,0,51,0,1,7.66,7.7,"manual",86,0,12
"CHAUTAUQUA CHARTER SCHOOL","Florida","http://www.bay.k12.fl.us/","FL ","2-Special education school","1-Yes","2-No","13-City: Small",43,"9th Grade","12th Grade",43,0,0,0,14,28,0,1,5.38,8,"guide",65,33,0
"CHENANGO VALLEY HIGH SCHOOL","New York","www.cvcsd.stier.org","NY ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",534,"9th Grade","12th Grade",534,4,9,5,7,491,NA,18,15.74,33.93," dress",92,1,1
"CHEQUAMEGON HIGH","Wisconsin","csdk12.net","WI ","1-Regular school","2-No","2-No","43-Rural: Remote",227,"9th Grade","12th Grade",227,3,6,6,0,206,2,4,14.13,16.06,"handbook",91,0,3
"CHEROKEE CO HIGH SCH","Alabama","www.cherokeek12.org/cchs","AL ","1-Regular school","2-No","2-No","32-Town: Distant",470,"9th Grade","12th Grade",470,41,3,2,39,381,0,4,17.14,27.42,"manual",81,8,0
"CHESAPEAKE HIGH","Maryland","http://chesapeakehs.bcps.org/","MD ","1-Regular school","2-No","1-Yes","21-Suburb: Large",1005,"9th Grade","12th Grade",1005,3,9,63,555,327,1,47,14.46,69.5,"manual",33,55,6
"CHICHESTER SHS","Pennsylvania","http://www.chichestersd.org","PA ","1-Regular school","2-No","2-No","21-Suburb: Large",959,"9th Grade","12th Grade",959,2,29,47,259,587,0,35,12.5,76.74,"manual",61,27,5
"CHICOPEE COMPREHENSIVE HIGH SCHOOL","Massachusetts","http://www.chicopeeps.org/CCHS","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",1491,"9th Grade","12th Grade",1491,1,38,381,39,998,4,30,12.47,119.53,"manual",67,3,26
"CHICOPEE HIGH","Massachusetts","http://www.chicopeeps.org/CHS","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",965,"9th Grade","12th Grade",965,0,27,374,33,514,1,16,10,96.5,"manual",53,3,39
"CHILLICOTHE HIGH","Missouri","www.chillicotheschools.org","MO ","1-Regular school","2-No","2-No","33-Town: Remote",571,"9th Grade","12th Grade",571,2,1,7,16,538,0,7,17.82,32.05,"guide",94,3,1
"CHILTON HIGH","Wisconsin","www.chilton.k12.wi.us","WI ","1-Regular school","2-No","2-No","41-Rural: Fringe",375,"9th Grade","12th Grade",375,1,1,30,1,337,2,3,13.71,27.36,"handbook",90,0,8
"CHIRENO H S","Texas","www.chirenoisd.org","TX ","1-Regular school","2-No","2-No","43-Rural: Remote",105,"9th Grade","12th Grade",105,0,0,16,3,83,0,3,9.01,11.66,"handbook",79,3,15
"CHOUTEAU-MAZIE HS","Oklahoma","http://www.chouteauwildcats.com/","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",237,"9th Grade","12th Grade",237,21,1,7,1,131,0,76,12.86,18.43,"handbook",55,0,3
"CHRISTIANA HIGH SCHOOL","Delaware","www.christianahs.org","DE ","1-Regular school","2-No","2-No","21-Suburb: Large",835,"9th Grade","12th Grade",835,1,40,131,436,198,0,29,15.75,53,"manual",24,52,16
"CHRISTIANSBURG HIGH","Virginia","http://chs.mcps.org","VA ","1-Regular school","2-No","2-No","13-City: Small",1082,"9th Grade","12th Grade",1082,2,10,35,83,898,1,53,13.12,82.47,"handbook",83,8,3
"CHRISTOPHER HIGH","California","http://chs.gusd.ca.schoolloop.com","CA ","1-Regular school","2-No","2-No","41-Rural: Fringe",1833,"9th Grade","12th Grade",1833,10,133,1089,29,505,7,60,23.61,77.65,"manual",28,2,59
"CHS-HORIZONS SCHOOL","Michigan","www.clkschools.org","MI ","4-Alternative/other school","2-No","2-No","42-Rural: Distant",54,"9th Grade","12th Grade",54,1,0,1,0,49,0,3,11.74,4.6,"handbook",91,0,2
"CIMARRON HS","Oklahoma","http://www.cimarron.k12.ok.us/","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",71,"9th Grade","12th Grade",71,1,0,4,1,63,0,2,7.15,9.93,"handbook",89,1,6
"CITRUS HIGH (CONTINUATION)","California","www.fusd.net","CA ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",469,"9th Grade","12th Grade",469,3,1,415,33,14,1,2,14.41,32.54," dress",3,7,88
"CITRUS HIGH SCHOOL","Florida","http://chs.citrusschools.org/","FL ","1-Regular school","2-No","2-No","23-Suburb: Small",1516,"9th Grade","12th Grade",1516,6,15,91,72,1276,0,56,17.84,85,"manual",84,5,6
"CITRUS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES","FLORIDA","http://www.mycroschool.org","FL ","4-Alternative/other school","1-Yes","2-No","41-Rural: Fringe",96,"9th Grade","12th Grade",96,0,0,10,10,71,0,5,32,3," dress",74,10,10
"CITRUS VIRTUAL INSTRUCTION (COURSE OFFERINGS)","FLORIDA","http://www.citrus.k12.fl.us/","FL ","1-Regular school","2-No","2-No","23-Suburb: Small",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,NA,NA,"guide",NA,NA,NA
"CITY ON A HILL CHARTER PUBLIC SCHOOL CIRCUIT STREET","Massachusetts","www.cityonahill.org","MA ","1-Regular school","1-Yes","2-No","11-City: Large",284,"9th Grade","12th Grade",284,1,0,79,193,6,1,4,11.18,25.4,"manual",2,68,28
"CLAIREMONT HIGH","California","http://sandi.net/clairemont","CA ","1-Regular school","2-No","2-No","11-City: Large",1000,"9th Grade","12th Grade",1000,4,67,518,18,333,2,58,17.45,57.31,"handbook",33,2,52
"CLAREMORE HS","Oklahoma","www.claremore.k12.ok.us","OK ","1-Regular school","2-No",NA,"31-Town: Fringe",1343,"9th Grade","12th Grade",1343,345,16,91,35,764,3,89,17.64,76.15,"handbook",57,3,7
"CLARK H S","Texas","nisd.net","TX ","1-Regular school","2-No","2-No","11-City: Large",2876,"9th Grade","12th Grade",2876,2,128,1635,168,856,2,85,17.29,166.31,"handbook",30,6,57
"CLARK STREET COMMUNITY SCHOOL","Wisconsin","www.mcpasd.k12.wi.us","WI ","1-Regular school","1-Yes","2-No","21-Suburb: Large",97,"9th Grade","12th Grade",97,0,4,4,6,76,0,7,10.66,9.1,"handbook",78,6,4
"CLASS ACT CHARTER","Wisconsin","csdk12.net","WI ","3-Vocational school","1-Yes","2-No","43-Rural: Remote",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,0,1,"handbook",NA,NA,NA
"CLASSEN HS OF ADVANCED STUDIES","Oklahoma","www.okcps.org","OK ","1-Regular school","2-No",NA,"11-City: Large",501,"9th Grade","12th Grade",501,20,73,92,71,230,0,15,11.39,43.99,"guide",46,14,18
"CLASSICAL HIGH","Massachusetts","www.lynnschools.org","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",1640,"9th Grade","12th Grade",1640,4,169,815,219,390,2,41,17.34,94.58,"guide",24,13,50
"CLAY HIGH SCHOOL","Florida","http://chs.oneclay.net","FL ","1-Regular school","2-No","2-No","21-Suburb: Large",1441,"9th Grade","12th Grade",1441,2,8,104,165,1111,3,48,18.01,80,"guide",77,11,7
"CLEAR BROOK H S","Texas","www.ccisd.net","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2220,"9th Grade","12th Grade",2220,3,386,704,260,791,3,73,14.86,149.39,"handbook",36,12,32
"CLEAR CREEK H S","Texas","www.ccisd.net","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2286,"9th Grade","12th Grade",2286,5,102,666,259,1180,7,67,15.5,147.44,"handbook",52,11,29
"CLEAR CREEK HIGH SCHOOL","Colorado","http://cchs.ccsdre1.org","CO ","1-Regular school","2-No","2-No","42-Rural: Distant",222,"9th Grade","12th Grade",222,2,3,25,0,183,1,8,14.16,15.68,"handbook",82,0,11
"CLEAR FALLS H S","Texas","www.ccisd.net","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2578,"9th Grade","12th Grade",2578,8,100,599,137,1652,0,82,18.44,139.77,"handbook",64,5,23
"CLEAR HORIZONS EARLY COLLEGE H S","Texas","www.ccisd.net","TX ","1-Regular school","1-Yes","2-No","11-City: Large",453,"9th Grade","12th Grade",453,2,131,118,37,140,2,23,30.06,15.07,"handbook",31,8,26
"CLEAR LAKE H S","Texas","www.ccisd.net","TX ","1-Regular school","2-No","2-No","11-City: Large",2396,"9th Grade","12th Grade",2396,7,363,572,158,1190,6,100,16.11,148.77,"handbook",50,7,24
"CLEAR LAKE HIGH","Wisconsin","www.clearlake.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",179,"9th Grade","12th Grade",179,4,2,5,0,162,0,6,13.72,13.05,"handbook",91,0,3
"CLEAR SPRINGS H S","Texas","www.ccisd.net","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2529,"9th Grade","12th Grade",2529,6,184,667,237,1333,3,99,16.61,152.23,"handbook",53,9,26
"CLEAR VIEW H S","Texas","www.ccisd.net","TX ","1-Regular school","1-Yes","1-Yes","21-Suburb: Large",209,"9th Grade","12th Grade",209,0,4,45,15,132,0,13,7.41,28.2,"handbook",63,7,22
"CLEARWATER HIGH","Missouri","www.chstigerlibrary.wordpress.com","MO ","1-Regular school","2-No","2-No","43-Rural: Remote",311,"9th Grade","12th Grade",311,1,0,3,8,297,0,2,15.23,20.42,"handbook",95,3,1
"CLEVER HIGH","Missouri","www.clever.k12.mo.us","MO ","1-Regular school","2-No","2-No","41-Rural: Fringe",324,"9th Grade","12th Grade",324,3,2,6,4,309,0,0,12.3,26.35," dress",95,1,2
"CLIFF PARK HIGH SCHOOL","Ohio","www.cliffparkhigh.org","OH ","1-Regular school","1-Yes","–","13-City: Small",151,"9th Grade","12th Grade",151,0,0,3,13,117,0,18,30.2,5,"handbook",77,9,2
"CLINTON HIGH","Wisconsin","www.clinton.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",382,"9th Grade","12th Grade",382,3,1,40,12,324,0,2,13.02,29.34,"handbook",85,3,10
"CLYDE-SAVANNAH HIGH SCHOOL","New York","www.clydesavannah.org","NY ","1-Regular school","2-No","2-No","42-Rural: Distant",253,"9th Grade","12th Grade",253,1,1,11,19,216,NA,5,13.66,18.52," dress",85,8,4
"COAHOMA AGRICULTURAL HIGH SCHOOL","Mississippi","http://cahs.k12.ms.us","MS ","1-Regular school","2-No","2-No","41-Rural: Fringe",251,"9th Grade","12th Grade",251,0,0,1,249,1,0,0,12.64,19.86,"handbook",0,99,0
"COBRE HIGH","New Mexico","http://www.cobre.k12.nm.us/","NM ","1-Regular school","2-No",NA,"33-Town: Remote",344,"9th Grade","12th Grade",344,0,0,308,5,31,0,0,16.67,20.64,"manual",9,1,90
"COCHECO ARTS AND TECHNOLOGY CHARTER ACADEMY","New Hampshire","www.cochecoarts.org","NH ","1-Regular school","1-Yes","2-No","23-Suburb: Small",61,"9th Grade","12th Grade",61,0,0,0,0,61,0,0,10.17,6,"appearance",100,0,0
"COE-BROWN NORTHWOOD ACADEMY","New Hampshire","http://coebrown.org","NH ","1-Regular school","2-No","2-No","42-Rural: Distant",701,"9th Grade","12th Grade",701,4,17,5,6,667,1,1,11.31,62,"handbook",95,1,1
"COFFEE COUNTY CENTRAL HIGH SCHOOL","Tennessee","www.coffee","TN ","1-Regular school","2-No","2-No","32-Town: Distant",1335,"9th Grade","12th Grade",1335,2,15,72,44,1183,1,18,16.69,80,"guide",89,3,5
"COHOES HIGH SCHOOL","New York","www.cohoes.org/HS","NY ","1-Regular school","2-No","2-No","21-Suburb: Large",532,"9th Grade","12th Grade",532,2,2,32,64,409,NA,23,12.31,43.23,"manual",77,12,6
"COLBERT HS","Oklahoma","www.colbertisd.org","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",205,"9th Grade","12th Grade",205,79,2,10,8,97,1,8,11.95,17.15,"guide",47,4,5
"COLBY HIGH","Wisconsin","www.colby.k12.wi.us","WI ","1-Regular school","2-No","2-No","41-Rural: Fringe",286,"9th Grade","12th Grade",286,4,1,48,1,231,0,1,16.64,17.19,"handbook",81,0,17
"COLBY SENIOR HIGH","Kansas","www.colbyeagles.org","KS ","1-Regular school","2-No","2-No","33-Town: Remote",297,"9th Grade","12th Grade",297,1,7,31,1,248,0,9,15.39,19.3,"handbook",84,0,10
"COLCHESTER HIGH SCHOOL","Vermont","http://www.csdvt.org/chs/index.php","VT ","1-Regular school",NA,"2-No","41-Rural: Fringe",731,"9th Grade","12th Grade",731,3,14,12,19,682,1,0,12.22,59.8,"handbook",93,3,2
"COLEMAN HIGH","Wisconsin","www.coleman.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",198,"9th Grade","12th Grade",198,0,0,6,1,184,0,7,13.27,14.92,"guide",93,1,3
"COLLINSVILLE HS","Oklahoma","www.collinsville.k12.ok.us","OK ","1-Regular school","2-No",NA,"41-Rural: Fringe",823,"9th Grade","12th Grade",823,195,36,37,5,385,0,165,20.77,39.62,"handbook",47,1,4
"COLONIE CENTRAL HIGH SCHOOL","New York","www.southcolonieschools.org","NY ","1-Regular school","2-No","2-No","21-Suburb: Large",1597,"9th Grade","12th Grade",1597,2,129,124,120,1149,NA,73,14.17,112.72,"guide",72,8,8
"COLONY HIGH","California","www.cjuhsd.net","CA ","1-Regular school","2-No","2-No","41-Rural: Fringe",2135,"9th Grade","12th Grade",2135,3,121,1500,250,211,11,39,25.47,83.84,"appearance",10,12,70
"COLONY HIGH SCHOOL","Alaska","http://www.matsuk12.us/chs","AK ","1-Regular school","2-No","2-No","32-Town: Distant",1127,"9th Grade","12th Grade",1127,169,42,56,27,808,9,16,23.15,48.69,"handbook",72,2,5
"COLORADO H S","Texas","ccity.esc14.net","TX ","1-Regular school","2-No","2-No","41-Rural: Fringe",285,"9th Grade","12th Grade",285,1,3,147,27,103,0,4,11.89,23.97,"handbook",36,9,52
"COLORADO HIGH SCHOOL CHARTER","Colorado","coloradohighschoolcharter.org","CO ","4-Alternative/other school","1-Yes","2-No","11-City: Large",254,"9th Grade","12th Grade",254,5,1,163,56,22,0,7,27.31,9.3,"appearance",9,22,64
"COLORADO RIVER UNION HIGH SCHOOL DISTRICT-ONLINE","Arizona","www.coloradoriverschools.org","AZ ","1-Regular school","2-No","–","33-Town: Remote",116,"9th Grade","12th Grade",116,1,0,40,7,64,0,4,NA,0,"guide",55,6,34
"COLUMBIA ALTERNATIVE SCHOOL","Washington","www.columbia206.com","WA ","4-Alternative/other school","2-No","–","43-Rural: Remote",1,"9th Grade","12th Grade",1,1,0,0,0,0,0,0,NA,NA,"guide",0,0,0
"COLUMBIA HIGH SCHOOL","Florida","http://www.columbia.k12.fl.us/columbiahigh/index.html","FL ","1-Regular school","2-No","2-No","32-Town: Distant",1906,"9th Grade","12th Grade",1906,4,26,100,487,1220,1,68,17.49,109,"manual",64,26,5
"COLUMBIA HIGH SCHOOL","New York","www.egcsd.org","NY ","1-Regular school","2-No","2-No","41-Rural: Fringe",1239,"9th Grade","12th Grade",1239,3,45,59,26,1044,NA,62,14.04,88.26,"guide",84,2,5
"COLUMBIA RIVER HIGH","Washington","http://river.vansd.org/","WA ","1-Regular school","2-No","–","21-Suburb: Large",1210,"9th Grade","12th Grade",1210,10,49,136,18,919,7,71,21.66,55.86,"handbook",76,1,11
"COLUMBIA-MONTOUR AVTS","Pennsylvania","http://www.cmvt.us","PA ","3-Vocational school","2-No","2-No","23-Suburb: Small",642,"9th Grade","12th Grade",642,3,2,10,9,617,0,1,14.62,43.92,"guide",96,1,2
"COLUMBUS COMMUNITY HIGH SCHOOL","Iowa","www.columbuscsd.org","IA ","1-Regular school","2-No",NA,"42-Rural: Distant",230,"9th Grade","12th Grade",230,0,11,143,3,73,0,0,15.94,14.43,"handbook",32,1,62
"COLUMBUS HIGH SCHOOL","Mississippi","www.columbuscityschools.org/chs","MS ","1-Regular school","2-No","2-No","33-Town: Remote",1081,"9th Grade","12th Grade",1081,1,3,10,1015,52,0,0,12.86,84.07,"handbook",5,94,1
"COLUSA HIGH","California","www.colusahigh-colusausd-ca.schoolloop.com/","CA ","1-Regular school","2-No","2-No","32-Town: Distant",371,"9th Grade","12th Grade",371,9,4,227,0,130,1,0,18.55,20,"appearance",35,0,61
"COLVILLE SENIOR HIGH SCHOOL","Washington","colsd.org","WA ","1-Regular school","2-No","–","33-Town: Remote",560,"9th Grade","12th Grade",560,14,3,29,3,481,0,30,20.17,27.77,"guide",86,1,5
"COMMON GROUND HIGH SCHOOL","Connecticut","www.commongroundct.org","CT ","1-Regular school","1-Yes","2-No","12-City: Mid-size",186,"9th Grade","12th Grade",186,0,4,56,65,55,0,6,8.27,22.5,"guide",30,35,30
"COMMUNICATION AND TECH AT DIEGO RIVERA LRNG COMPLEX","California","http://srms2c-lausd-ca.schoolloop.com","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",542,"9th Grade","12th Grade",542,1,0,515,24,1,0,1,24.92,21.75,"appearance",0,4,95
"COMMUNITY ACADEMY","Massachusetts","www.bostonpublicschools.org","MA ","1-Regular school","2-No","2-No","11-City: Large",40,"9th Grade","12th Grade",40,0,0,6,34,0,0,0,3.9,10.26,"guide",0,85,15
"COMMUNITY ACADEMY OF SCIENCE AND HEALTH","Massachusetts","www.bostonpublicschools.org","MA ","1-Regular school","2-No","2-No","11-City: Large",414,"9th Grade","12th Grade",414,1,7,77,306,15,0,8,12.43,33.31,"guide",4,74,19
"COMMUNITY ALTERNATIVE HIGH SCHOOL","North Dakota","http://www.gfschools.org","ND ","1-Regular school",NA,NA,"13-City: Small",84,"9th Grade","12th Grade",84,18,3,7,5,50,1,0,7.24,11.6,"guide",60,6,8
"COMMUNITY OF PEACE ACADEMY SEC.","Minnesota","http://www.cpa.charter.k12.mn.us","MN ","1-Regular school","1-Yes","2-No","11-City: Large",273,"9th Grade","12th Grade",273,1,122,74,52,21,0,3,13.35,20.45,"handbook",8,19,27
"COMO PARK SENIOR HIGH","Minnesota","www.spps.org","MN ","1-Regular school","2-No","2-No","11-City: Large",1307,"9th Grade","12th Grade",1307,20,399,126,431,302,1,28,17.76,73.61,"guide",23,33,10
"COMPASS HIGH SCHOOL","Washington","www.gsd200.org","WA ","4-Alternative/other school","2-No","–","32-Town: Distant",116,"9th Grade","12th Grade",116,0,0,110,1,5,0,0,17.85,6.5,"guide",4,1,95
"COMPASS HIGH SCHOOL","Arizona","http://www.compasshighschool.com","AZ ","1-Regular school","1-Yes","–","11-City: Large",391,"9th Grade","12th Grade",391,10,2,156,34,179,7,3,NA,NA,"appearance",46,9,40
"COMSTOCK HIGH SCHOOL","Michigan","www.comstockps.org","MI ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",483,"9th Grade","12th Grade",483,4,9,49,69,306,1,45,17.96,26.9,"handbook",63,14,10
"CONANT HIGH SCHOOL","New Hampshire","sau47.org/conant-high-school","NH ","1-Regular school","2-No","2-No","31-Town: Fringe",422,"9th Grade","12th Grade",422,1,3,5,2,392,0,19,12.02,35.1,"guide",93,0,1
"CONCORD HIGH","North Carolina","www.cabarrus.k12.nc.us/concordhs","NC ","1-Regular school","2-No","2-No","13-City: Small",1318,"9th Grade","12th Grade",1318,2,25,268,368,606,1,48,16.58,79.48,"handbook",46,28,20
"CONCORD HIGH","California","www.mdusd.org","CA ","1-Regular school","2-No","1-Yes","21-Suburb: Large",1555,"9th Grade","12th Grade",1555,10,188,705,76,519,10,47,21.3,73,"handbook",33,5,45
"CONNALLY HIGH SCHOOL","Texas","www.connally.org","TX ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",661,"9th Grade","12th Grade",661,11,3,188,219,219,1,20,11.97,55.22,"guide",33,33,28
